N°;Pedido;Fecha;Cliente;Segemento;Ventas [unid];Ventas [$]
518;629772;2/12/2021;27;Segmento 2;1;26,95
519;287407;6/8/2021;3;Segmento 7;5;274,25
520;406832;15/4/2021;4;Segmento 3;4;234,99
521;604710;11/12/2021;6;Segmento 2;6;110,35
522;315827;28/6/2021;24;Segmento 5;6;228,5
523;5283;21/7/2021;31;Segmento 1;2;161,63
524;34528;6/8/2021;17;Segmento 1;7;457,53
525;287878;17/6/2021;15;Segmento 8;0;0
526;635775;26/2/2021;34;Segmento 8;9;673,64
527;335636;26/12/2021;2;Segmento 6;1;46,07
528;206182;29/8/2021;3;Segmento 5;10;207,62
529;694090;4/4/2021;4;Segmento 1;2;65,13
530;942900;20/6/2021;8;Segmento 1;1;93,88
531;701903;12/3/2021;12;Segmento 7;7;676,83
532;734157;7/8/2021;25;Segmento 1;3;34,69
533;425797;9/10/2021;16;Segmento 8;2;124,62
534;629575;20/3/2021;8;Segmento 4;7;463,04
535;988634;1/10/2021;34;Segmento 1;6;105,85
536;138029;8/6/2021;31;Segmento 3;10;967,06
537;869829;1/12/2021;26;Segmento 8;5;261,6
538;693480;7/9/2021;19;Segmento 5;2;159,11
539;588648;4/6/2021;22;Segmento 6;5;116,59
540;384816;17/2/2021;9;Segmento 3;6;290,5
541;302598;19/10/2021;8;Segmento 4;8;60,08
542;779289;9/7/2021;6;Segmento 3;10;387,08
543;209371;3/11/2021;11;Segmento 3;10;512,64
544;427553;14/5/2021;30;Segmento 1;1;76,26
545;69281;5/11/2021;1;Segmento 7;1;66,46
546;933759;28/8/2021;11;Segmento 6;2;99,89
547;435872;11/12/2021;26;Segmento 8;7;244,46
548;360017;1/2/2021;2;Segmento 6;3;34,71
549;520506;15/6/2021;16;Segmento 1;0;0
550;122567;29/4/2021;1;Segmento 4;8;506,13
551;17815;1/8/2021;5;Segmento 1;3;115,82
552;556970;30/6/2021;14;Segmento 5;2;144,48
553;19584;30/4/2021;30;Segmento 7;6;57,35
554;132100;27/9/2021;11;Segmento 6;9;249,3
555;953102;24/10/2021;30;Segmento 5;8;290,86
556;521651;24/3/2021;28;Segmento 2;9;8,37
557;523195;19/7/2021;12;Segmento 2;5;207,55
558;220144;24/3/2021;7;Segmento 5;0;0
559;50866;8/7/2021;32;Segmento 1;4;383,98
560;494821;30/1/2021;14;Segmento 1;7;489,93
561;36427;1/11/2021;20;Segmento 5;0;0
562;433464;12/9/2021;11;Segmento 4;7;237,75
563;685229;1/10/2021;30;Segmento 2;10;457,98
564;885577;17/3/2021;31;Segmento 2;9;470,24
565;649456;19/11/2021;4;Segmento 1;9;803,01
566;250775;24/9/2021;26;Segmento 2;3;255,3
567;398832;26/6/2021;30;Segmento 5;9;127,47
568;577720;17/10/2021;26;Segmento 6;0;0
569;418011;24/12/2021;4;Segmento 1;3;56,72
570;542263;8/1/2021;30;Segmento 5;2;181,74
571;683547;17/4/2021;33;Segmento 3;3;90,4
572;328014;2/8/2021;25;Segmento 6;7;149,95
573;369555;27/8/2021;29;Segmento 8;6;30,93
574;317726;8/1/2021;32;Segmento 1;8;208,3
575;669018;6/1/2021;4;Segmento 4;4;66,49
576;870188;18/10/2021;2;Segmento 4;9;654,09
577;799966;29/6/2021;13;Segmento 4;8;313,86
578;12437;22/9/2021;6;Segmento 3;2;193,54
579;582629;28/5/2021;32;Segmento 3;7;409,47
580;997000;7/12/2021;21;Segmento 5;6;566,5
581;290915;12/3/2021;22;Segmento 5;3;65,58
582;676511;8/12/2021;10;Segmento 1;5;401,69
583;588178;16/10/2021;26;Segmento 7;2;116,96
584;191568;13/11/2021;26;Segmento 4;2;76,13
585;712101;22/8/2021;2;Segmento 8;8;774,22
586;358126;27/7/2021;33;Segmento 3;0;0
587;762948;12/10/2021;9;Segmento 1;2;115,39
588;665724;12/11/2021;27;Segmento 8;5;350,52
589;66947;22/3/2021;19;Segmento 2;4;23,16
590;52750;19/12/2021;18;Segmento 7;3;248,65
591;26218;17/4/2021;14;Segmento 2;7;172,09
592;173514;16/11/2021;20;Segmento 6;5;218,44
593;852832;7/5/2021;1;Segmento 2;6;207,13
594;159285;6/11/2021;9;Segmento 3;8;770,08
595;782145;19/2/2021;14;Segmento 6;5;113,49
596;257261;20/1/2021;30;Segmento 5;8;506,46
597;993288;28/8/2021;7;Segmento 8;4;386,52
598;64463;25/3/2021;24;Segmento 4;9;78,12
599;949406;4/11/2021;16;Segmento 1;3;247,89
600;805905;9/1/2021;10;Segmento 6;3;79,58
601;194638;3/1/2021;16;Segmento 7;4;50,97
602;536648;3/3/2021;27;Segmento 4;2;199,35
603;993756;5/7/2021;19;Segmento 3;3;34,78
604;448125;14/2/2021;24;Segmento 2;2;134,74
605;324080;3/9/2021;22;Segmento 6;5;164,1
606;139036;23/5/2021;22;Segmento 3;7;278,06
607;26043;6/12/2021;24;Segmento 4;10;749,36
608;385934;23/9/2021;31;Segmento 5;8;735,69
609;204517;12/9/2021;7;Segmento 5;4;18,7
610;696634;8/2/2021;35;Segmento 2;6;582,96
611;97567;27/11/2021;13;Segmento 6;8;99,3
612;375464;20/3/2021;17;Segmento 1;7;368,95
613;904954;8/4/2021;22;Segmento 4;9;432,89
614;651375;25/5/2021;14;Segmento 4;6;104,67
615;659443;24/8/2021;28;Segmento 8;4;101,31
616;623554;10/2/2021;26;Segmento 3;2;62,41
617;135884;17/8/2021;24;Segmento 4;0;0
618;810675;29/7/2021;11;Segmento 3;10;247,27
619;421340;22/6/2021;13;Segmento 6;1;16,81
620;755596;25/7/2021;33;Segmento 2;10;264,65
621;508654;25/8/2021;17;Segmento 2;0;0
622;464800;7/5/2021;23;Segmento 1;9;862,29
623;656073;27/12/2021;4;Segmento 4;4;10,88
624;265764;25/8/2021;10;Segmento 8;3;259,26
625;537921;20/9/2021;26;Segmento 7;9;604,01
626;565976;6/3/2021;19;Segmento 8;2;83,02
627;308849;1/3/2021;8;Segmento 4;6;562,12
628;125028;4/3/2021;11;Segmento 7;9;616,06
629;735289;30/11/2021;4;Segmento 7;8;469,17
630;799907;9/6/2021;5;Segmento 1;5;262,16
631;667436;4/7/2021;3;Segmento 8;7;28,35
632;699880;13/3/2021;25;Segmento 8;5;464,77
633;611843;27/1/2021;26;Segmento 3;3;18,84
634;412558;17/5/2021;8;Segmento 4;0;0
635;783921;21/11/2021;8;Segmento 1;1;54,39
636;937155;14/9/2021;25;Segmento 5;2;86,97
637;90847;22/4/2021;32;Segmento 7;9;618,36
638;488757;29/1/2021;32;Segmento 6;5;153,89
639;513400;7/4/2021;9;Segmento 1;3;214,43
640;629215;15/3/2021;22;Segmento 5;5;36,11
641;280564;23/5/2021;9;Segmento 1;9;882,11
642;323035;18/11/2021;22;Segmento 8;4;142,68
643;669088;23/9/2021;7;Segmento 5;8;553,68
644;653748;12/10/2021;1;Segmento 3;9;459,42
645;279405;1/4/2021;17;Segmento 3;6;562,87
646;469670;11/5/2021;28;Segmento 6;4;103,58
647;333050;12/4/2021;15;Segmento 8;7;516,64
648;264946;15/5/2021;7;Segmento 8;9;720,34
649;925393;17/9/2021;29;Segmento 2;5;406,34
650;601563;8/5/2021;5;Segmento 1;9;282,13
651;763839;23/3/2021;35;Segmento 3;0;0
652;975348;7/6/2021;9;Segmento 8;3;165,68
653;590427;3/1/2021;31;Segmento 7;3;217,64
654;660407;16/5/2021;23;Segmento 7;0;0
655;473499;15/8/2021;1;Segmento 4;8;62,72
656;821426;16/4/2021;13;Segmento 6;2;59,68
657;622998;23/11/2021;4;Segmento 6;0;0
658;203834;25/10/2021;30;Segmento 3;8;368,16
659;706776;19/4/2021;12;Segmento 3;10;760,23
660;991426;3/1/2021;18;Segmento 7;6;277,66
661;845504;17/7/2021;33;Segmento 7;1;65,82
662;462003;11/12/2021;11;Segmento 2;4;399,36
663;246076;2/4/2021;2;Segmento 8;7;414,42
664;532227;23/9/2021;32;Segmento 6;5;335,49
665;906834;31/7/2021;3;Segmento 8;1;77,89
666;116043;4/3/2021;26;Segmento 5;8;386,89
667;357049;11/6/2021;16;Segmento 5;6;447,09
668;470625;27/7/2021;25;Segmento 8;10;592,76
669;576163;9/3/2021;20;Segmento 7;7;647,55
670;334358;8/8/2021;15;Segmento 3;4;360,26
671;750106;28/12/2021;8;Segmento 2;0;0
672;159386;9/7/2021;11;Segmento 5;5;96,93
673;237537;24/6/2021;32;Segmento 5;7;679,37
674;411366;2/9/2021;9;Segmento 6;8;253,64
675;392273;3/9/2021;12;Segmento 3;10;450,43
676;949219;22/2/2021;23;Segmento 7;8;395,25
677;994345;6/1/2021;21;Segmento 6;5;183,76
678;471284;7/2/2021;29;Segmento 3;6;63,25
679;821497;28/6/2021;12;Segmento 1;1;33,23
680;844387;5/2/2021;6;Segmento 2;4;375,35
681;593352;22/12/2021;7;Segmento 4;9;791,3
682;318411;28/3/2021;16;Segmento 8;8;266,83
683;408817;15/2/2021;19;Segmento 8;4;62,43
684;274836;8/7/2021;5;Segmento 7;4;319,45
685;530947;20/8/2021;28;Segmento 3;1;55,57
686;907923;29/6/2021;10;Segmento 4;3;251,04
687;873200;24/11/2021;28;Segmento 6;9;273,14
688;673378;21/12/2021;24;Segmento 1;8;201,05
689;275645;19/8/2021;17;Segmento 3;7;65,57
690;829994;25/10/2021;12;Segmento 6;5;438,62
691;316308;6/9/2021;9;Segmento 3;8;159
692;892765;30/8/2021;10;Segmento 2;8;330,72
693;375460;17/11/2021;7;Segmento 4;6;67,07
694;269171;27/12/2021;4;Segmento 3;0;0
695;414529;24/1/2021;8;Segmento 5;6;367,29
696;888333;9/11/2021;25;Segmento 6;6;270,04
697;150645;29/4/2021;35;Segmento 1;6;242,54
698;110060;2/2/2021;19;Segmento 3;8;163,66
699;680181;18/7/2021;9;Segmento 4;3;128,82
700;634090;14/8/2021;6;Segmento 2;7;60,74
701;949320;10/4/2021;4;Segmento 3;5;54,72
702;972093;14/5/2021;34;Segmento 6;6;197,19
703;791507;27/9/2021;28;Segmento 1;0;0
704;200359;8/2/2021;12;Segmento 7;8;330,35
705;569892;2/12/2021;26;Segmento 7;2;111,22
706;800407;25/12/2021;27;Segmento 1;3;215,7
707;453402;3/6/2021;20;Segmento 2;4;174,68
708;78442;26/2/2021;35;Segmento 4;9;279,04
709;141675;14/8/2021;22;Segmento 7;9;225,51
710;641042;2/10/2021;14;Segmento 6;8;765,06
711;256540;26/3/2021;2;Segmento 6;1;52,86
712;241683;7/7/2021;20;Segmento 2;10;244,61
713;436800;1/12/2021;22;Segmento 5;7;443,35
714;134965;26/10/2021;4;Segmento 2;10;261,64
715;692092;12/5/2021;20;Segmento 4;4;129,42
716;262360;21/9/2021;15;Segmento 8;9;164,59
717;233538;13/7/2021;27;Segmento 3;9;633,5
718;119181;14/7/2021;31;Segmento 6;9;293,82
719;976151;21/10/2021;5;Segmento 7;4;273,84
720;845979;7/12/2021;7;Segmento 5;3;187,58
721;96949;17/12/2021;6;Segmento 6;7;197,41
722;296088;10/2/2021;24;Segmento 4;2;20,94
723;100178;19/8/2021;21;Segmento 4;4;191,49
724;518863;25/1/2021;1;Segmento 8;2;148,72
725;490091;1/10/2021;34;Segmento 8;3;33,6
726;4368;11/3/2021;34;Segmento 5;2;185,32
727;356312;21/5/2021;4;Segmento 8;8;112,26
728;327075;6/12/2021;11;Segmento 8;1;73,82
729;573125;18/10/2021;8;Segmento 8;1;55,56
730;381864;9/4/2021;2;Segmento 1;10;484,2
731;913406;10/7/2021;13;Segmento 7;3;49,42
732;24761;23/9/2021;20;Segmento 1;9;896,21
733;809849;10/12/2021;32;Segmento 7;4;242,86
734;448512;17/5/2021;16;Segmento 1;0;0
735;542445;2/12/2021;6;Segmento 8;5;2,55
736;648573;1/1/2021;17;Segmento 4;5;137,21
737;20987;13/5/2021;22;Segmento 2;2;140,79
738;8600;5/12/2021;6;Segmento 3;5;492,77
739;393503;6/7/2021;34;Segmento 4;1;90,24
740;347547;3/5/2021;32;Segmento 8;10;492,29
741;123604;22/6/2021;28;Segmento 1;4;374,58
742;121579;30/8/2021;5;Segmento 8;4;353,7
743;731270;17/11/2021;17;Segmento 1;4;391,6
744;866658;1/12/2021;6;Segmento 4;2;142,94
745;686892;18/10/2021;6;Segmento 2;4;289,77
746;588451;11/5/2021;28;Segmento 7;3;93,36
747;673820;20/12/2021;22;Segmento 7;4;206,7
748;184144;5/4/2021;31;Segmento 1;3;276,49
749;227039;14/5/2021;12;Segmento 8;9;297,78
750;408946;9/10/2021;18;Segmento 5;1;91,23
751;722969;4/3/2021;10;Segmento 8;9;692,75
752;802589;1/5/2021;10;Segmento 7;0;0
753;280491;17/9/2021;24;Segmento 5;3;202,18
754;45471;27/12/2021;20;Segmento 3;1;32,4
755;121988;17/2/2021;22;Segmento 4;5;155,96
756;866099;24/2/2021;21;Segmento 2;3;244,52
757;807288;12/5/2021;20;Segmento 3;2;67,77
758;657900;29/11/2021;28;Segmento 6;8;570,18
759;455824;12/8/2021;17;Segmento 2;0;0
760;816548;4/1/2021;33;Segmento 6;8;388,12
761;950223;8/1/2021;9;Segmento 2;4;274,95
762;907969;7/2/2021;4;Segmento 6;9;515,32
763;772168;26/10/2021;4;Segmento 3;9;618,91
764;653607;3/7/2021;18;Segmento 4;6;175,28
765;567421;30/1/2021;5;Segmento 3;1;3,76
766;777723;15/4/2021;7;Segmento 4;9;114,88
767;274733;12/7/2021;27;Segmento 4;3;81,9
768;868398;21/6/2021;32;Segmento 7;9;559,41
769;284496;5/1/2021;31;Segmento 7;8;511,42
770;78516;7/6/2021;33;Segmento 8;4;54,16
771;592849;4/11/2021;35;Segmento 4;6;181,76
772;704928;16/8/2021;32;Segmento 4;9;232,71
773;36064;3/4/2021;33;Segmento 5;6;189,03
774;792836;25/8/2021;32;Segmento 5;6;172,61
775;299608;25/12/2021;31;Segmento 1;1;21,73
776;870657;7/9/2021;22;Segmento 8;4;158,05
777;831942;19/2/2021;23;Segmento 3;8;650,68
778;723747;9/12/2021;3;Segmento 7;4;174,17
779;859396;28/3/2021;10;Segmento 3;2;140,99
780;50369;11/11/2021;31;Segmento 8;10;172,05
781;849529;10/1/2021;29;Segmento 4;6;60,58
782;182162;6/11/2021;35;Segmento 5;8;707,9
783;165025;16/3/2021;22;Segmento 3;3;155,61
784;464924;4/3/2021;25;Segmento 4;6;165,93
785;285446;22/8/2021;24;Segmento 2;5;389,06
786;548992;5/7/2021;24;Segmento 8;3;224,28
787;972525;11/12/2021;17;Segmento 4;7;497,02
788;208239;14/5/2021;24;Segmento 5;10;749,67
789;683848;5/5/2021;25;Segmento 6;2;162,51
790;590909;9/10/2021;33;Segmento 2;4;8,43
791;720057;5/2/2021;32;Segmento 7;1;11,9
792;443811;16/3/2021;29;Segmento 6;9;124,6
793;722199;18/5/2021;17;Segmento 2;7;340,94
794;956432;26/3/2021;21;Segmento 8;10;23,59
795;225256;13/12/2021;27;Segmento 7;1;24,13
796;816552;10/7/2021;21;Segmento 6;10;520,75
797;992054;27/6/2021;33;Segmento 5;1;21,95
798;530503;9/9/2021;22;Segmento 8;5;374,72
799;411708;16/1/2021;16;Segmento 6;7;208,38
800;449808;20/7/2021;6;Segmento 4;10;271,13
801;387602;15/3/2021;29;Segmento 8;2;198,86
802;788023;16/9/2021;30;Segmento 7;0;0
803;320266;6/9/2021;8;Segmento 1;10;645,66
804;750220;22/5/2021;9;Segmento 7;7;342,77
805;3419;7/12/2021;28;Segmento 4;10;211,54
806;137005;23/2/2021;8;Segmento 7;0;0
807;690501;9/6/2021;23;Segmento 7;1;60,73
808;125083;14/7/2021;5;Segmento 5;9;832,16
809;575701;29/3/2021;18;Segmento 3;9;419,41
810;347718;4/10/2021;7;Segmento 4;4;71,83
811;539650;13/2/2021;27;Segmento 8;3;134,73
812;204750;6/12/2021;25;Segmento 5;3;214,53
813;547924;16/3/2021;17;Segmento 6;4;357,34
814;68167;5/11/2021;25;Segmento 5;4;261,39
815;754560;2/5/2021;5;Segmento 7;9;792,41
816;473644;12/2/2021;10;Segmento 7;10;613,91
817;561290;17/3/2021;30;Segmento 8;2;141,32
818;545822;13/9/2021;16;Segmento 7;10;514,32
819;174516;19/12/2021;31;Segmento 7;9;311,08
820;29219;19/8/2021;20;Segmento 3;4;148,63
821;292090;14/11/2021;29;Segmento 8;4;297,07
822;428536;5/4/2021;21;Segmento 3;3;158,53
823;558384;30/9/2021;26;Segmento 8;8;534,91
824;273100;2/2/2021;12;Segmento 3;9;371,51
825;489863;26/12/2021;9;Segmento 8;1;46,83
826;307511;2/3/2021;14;Segmento 2;1;27,09
827;854754;24/1/2021;16;Segmento 6;10;361,45
828;376790;31/3/2021;21;Segmento 7;5;300,96
829;681851;12/5/2021;15;Segmento 4;6;287,52
830;121444;27/1/2021;7;Segmento 7;8;532,85
831;316588;12/6/2021;10;Segmento 1;3;254,2
832;49213;24/10/2021;33;Segmento 6;0;0
833;945418;29/4/2021;30;Segmento 1;5;166,6
834;700401;13/9/2021;27;Segmento 5;3;298,8
835;879173;19/5/2021;7;Segmento 8;2;53,39
836;497728;17/2/2021;28;Segmento 7;0;0
837;64737;6/6/2021;9;Segmento 7;4;149,55
838;762536;16/11/2021;34;Segmento 8;7;496,85
839;351638;7/11/2021;3;Segmento 3;4;318,22
840;442781;4/9/2021;9;Segmento 1;10;241,58
841;980054;30/3/2021;32;Segmento 6;9;675,23
842;487153;3/11/2021;17;Segmento 2;8;206,53
843;119252;31/1/2021;25;Segmento 2;7;293,64
844;209338;16/4/2021;22;Segmento 4;6;563,99
845;193049;24/3/2021;20;Segmento 5;1;48,86
846;23490;19/9/2021;4;Segmento 3;10;246,55
847;719575;4/4/2021;32;Segmento 3;3;232,91
848;420574;21/7/2021;28;Segmento 1;6;461,57
849;262054;27/3/2021;31;Segmento 2;7;595,24
850;339098;24/6/2021;24;Segmento 6;5;130,43
851;527614;29/3/2021;35;Segmento 6;0;0
852;766495;22/7/2021;2;Segmento 1;1;89,51
853;400871;19/7/2021;29;Segmento 2;4;132,15
854;539951;7/4/2021;10;Segmento 6;3;188,48
855;840944;6/8/2021;20;Segmento 7;6;120,74
856;426251;17/7/2021;18;Segmento 6;1;90,79
857;458650;27/4/2021;21;Segmento 7;4;311,28
858;381268;9/4/2021;12;Segmento 7;0;0
859;279200;4/3/2021;18;Segmento 8;7;431,3
860;239783;21/11/2021;1;Segmento 6;9;540,41
861;557653;25/8/2021;8;Segmento 2;2;168,29
862;722396;15/5/2021;30;Segmento 4;0;0
863;674762;8/8/2021;10;Segmento 7;7;676
864;793684;10/8/2021;34;Segmento 4;5;130,63
865;559894;10/9/2021;18;Segmento 5;0;0
866;107135;2/12/2021;22;Segmento 6;8;477,9
867;332171;9/11/2021;12;Segmento 2;2;62,89
868;268419;7/12/2021;30;Segmento 6;0;0
869;609326;10/10/2021;10;Segmento 8;6;298,1
870;7686;26/6/2021;12;Segmento 6;8;65,06
871;929204;30/6/2021;27;Segmento 7;3;211,69
872;275643;8/3/2021;7;Segmento 5;2;79,28
873;428921;26/1/2021;35;Segmento 4;0;0
874;887751;2/3/2021;31;Segmento 8;8;716,08
875;700252;24/3/2021;14;Segmento 7;5;241,37
876;373478;16/3/2021;22;Segmento 7;1;96,63
877;765973;24/12/2021;11;Segmento 7;10;626,8
878;231981;29/10/2021;31;Segmento 5;7;189,81
879;233496;13/12/2021;21;Segmento 5;6;429,69
880;853414;9/6/2021;15;Segmento 1;5;67,74
881;534684;8/5/2021;10;Segmento 8;7;89,22
882;67659;6/7/2021;13;Segmento 2;7;94,19
883;224593;31/12/2021;33;Segmento 4;1;65,24
884;78721;21/7/2021;7;Segmento 7;9;382,96
885;586600;29/6/2021;20;Segmento 3;2;199,33
886;948997;16/12/2021;17;Segmento 4;4;283,88
887;410273;5/8/2021;4;Segmento 2;9;200,13
888;892937;19/3/2021;22;Segmento 2;5;184,5
889;950162;30/9/2021;12;Segmento 6;5;75,24
890;238077;20/7/2021;24;Segmento 1;5;436,49
891;288064;6/10/2021;7;Segmento 4;1;83,74
892;853281;14/2/2021;17;Segmento 6;2;113,61
893;108918;15/10/2021;23;Segmento 7;5;365,59
894;530869;8/1/2021;28;Segmento 5;8;667,42
895;447059;25/1/2021;30;Segmento 5;3;286,74
896;161602;12/3/2021;22;Segmento 5;5;216,13
897;861858;24/2/2021;11;Segmento 7;5;370,24
898;514525;8/10/2021;20;Segmento 2;2;91,41
899;348977;17/5/2021;4;Segmento 6;2;102,32
900;246951;9/3/2021;19;Segmento 1;1;34,02
901;569561;18/10/2021;8;Segmento 8;8;773,94
902;851579;10/7/2021;13;Segmento 6;6;389,28
903;5045;31/5/2021;19;Segmento 3;0;0
904;19000;9/6/2021;19;Segmento 5;6;351,81
905;576359;20/2/2021;23;Segmento 3;4;261,65
906;441484;12/12/2021;10;Segmento 1;9;310,78
907;801506;5/12/2021;26;Segmento 2;6;286,93
908;258778;9/3/2021;25;Segmento 5;0;0
909;168916;3/9/2021;17;Segmento 5;0;0
910;794534;26/5/2021;5;Segmento 4;1;10,83
911;91305;21/5/2021;20;Segmento 1;2;167,56
912;13738;26/8/2021;14;Segmento 6;5;146,79
913;751080;24/10/2021;22;Segmento 6;6;154,69
914;363035;11/3/2021;20;Segmento 3;7;459,04
915;734745;22/11/2021;12;Segmento 4;5;134,76
916;204310;28/7/2021;21;Segmento 8;6;535,83
917;511888;18/12/2021;26;Segmento 5;8;247,1
918;514551;11/1/2021;33;Segmento 6;3;271,12
919;345968;29/6/2021;34;Segmento 8;8;323,71
920;878233;17/6/2021;2;Segmento 5;8;752,05
921;348524;3/11/2021;11;Segmento 2;2;183,76
922;242358;14/7/2021;28;Segmento 1;2;4,59
923;921544;20/5/2021;33;Segmento 4;5;247,37
924;973622;11/12/2021;6;Segmento 8;2;21,71
925;55327;14/5/2021;26;Segmento 8;1;63,51
926;781235;5/9/2021;31;Segmento 3;7;359,79
927;285928;5/6/2021;7;Segmento 5;4;156,4
928;315728;22/12/2021;21;Segmento 5;0;0
929;249318;21/3/2021;34;Segmento 8;4;136,66
930;349587;3/4/2021;2;Segmento 5;9;645,73
931;329831;17/1/2021;25;Segmento 7;1;54,06
932;381630;7/1/2021;11;Segmento 1;2;46,16
933;169935;29/12/2021;19;Segmento 5;6;393,12
934;813531;24/10/2021;13;Segmento 6;6;416,09
935;871944;28/8/2021;18;Segmento 1;7;477,2
936;708794;18/7/2021;14;Segmento 6;5;419,39
937;443515;29/11/2021;12;Segmento 1;8;484,1
938;163900;2/4/2021;7;Segmento 7;2;93,13
939;20446;29/4/2021;15;Segmento 5;8;3,19
940;206106;16/1/2021;26;Segmento 8;5;22,59
941;948728;3/3/2021;34;Segmento 4;8;754,81
942;682251;4/10/2021;10;Segmento 5;3;85,74
943;471485;22/8/2021;35;Segmento 7;8;611,92
944;552900;18/12/2021;12;Segmento 3;3;253,76
945;135257;26/1/2021;25;Segmento 1;1;64,01
946;77375;26/12/2021;11;Segmento 7;9;391,26
947;717330;21/5/2021;14;Segmento 8;1;51,75
948;992252;23/7/2021;21;Segmento 6;6;506,54
949;843683;22/6/2021;31;Segmento 8;3;93,49
950;790783;23/11/2021;5;Segmento 3;2;29,01
951;582108;4/1/2021;23;Segmento 1;9;521,13
952;680525;21/7/2021;12;Segmento 5;3;218,62
953;877293;23/4/2021;11;Segmento 1;1;40,9
954;271367;20/8/2021;6;Segmento 8;5;231
955;560394;13/8/2021;13;Segmento 3;9;689,67
956;821576;19/3/2021;7;Segmento 2;4;251,76
957;475747;2/6/2021;5;Segmento 8;1;21,76
958;42413;19/6/2021;20;Segmento 5;3;264,09
959;269474;30/11/2021;17;Segmento 3;0;0
960;549153;29/10/2021;3;Segmento 8;2;92,72
961;458086;9/11/2021;8;Segmento 1;5;90,01
962;998093;8/6/2021;7;Segmento 5;5;355,6
963;561642;13/1/2021;29;Segmento 4;3;129,28
964;917137;26/1/2021;7;Segmento 6;1;97,02
965;4050;22/4/2021;20;Segmento 4;0;0
966;200581;4/6/2021;13;Segmento 7;8;425,86
967;727796;9/3/2021;19;Segmento 8;1;28,24
968;846398;7/3/2021;16;Segmento 8;2;99,27
969;64840;20/12/2021;34;Segmento 6;7;508,93
970;14638;20/10/2021;34;Segmento 2;1;15,46
971;664607;11/11/2021;16;Segmento 6;6;78,06
972;102015;21/3/2021;2;Segmento 5;7;474,52
973;677876;4/5/2021;16;Segmento 3;0;0
974;209261;27/6/2021;28;Segmento 4;6;228,82
975;201733;14/2/2021;4;Segmento 7;7;94,15
976;518581;24/9/2021;11;Segmento 3;10;369,42
977;297933;24/4/2021;27;Segmento 7;7;193,08
978;888874;28/2/2021;27;Segmento 6;3;245,74
979;297613;31/1/2021;33;Segmento 4;8;93,84
980;473964;25/4/2021;15;Segmento 3;7;325,78
981;558075;14/11/2021;26;Segmento 5;8;617,14
982;796888;20/3/2021;19;Segmento 8;10;432,02
983;962646;24/9/2021;5;Segmento 1;10;923,61
984;111722;24/8/2021;15;Segmento 6;9;47,55
985;809601;25/1/2021;15;Segmento 8;5;208,86
986;927665;5/9/2021;3;Segmento 5;4;392,2
987;257940;16/7/2021;35;Segmento 1;7;612,69
988;26248;30/1/2021;21;Segmento 6;5;90,22
989;403427;8/9/2021;7;Segmento 2;0;0
990;575693;4/6/2021;13;Segmento 3;2;146,86
991;931508;31/3/2021;3;Segmento 3;8;423,48
992;728342;16/11/2021;1;Segmento 1;3;257,57
993;394562;1/10/2021;15;Segmento 7;10;980,1
994;797537;25/5/2021;13;Segmento 5;9;799,28
995;573273;3/6/2021;15;Segmento 2;2;129,19
996;787770;11/3/2021;2;Segmento 3;8;703,42
997;405411;28/8/2021;3;Segmento 5;5;471,31
998;836458;17/2/2021;34;Segmento 2;9;414,69
999;544510;14/10/2021;27;Segmento 5;3;220,51
1000;490452;26/7/2021;31;Segmento 3;8;311,93
1001;934801;11/3/2021;26;Segmento 5;4;377,61
1002;957525;23/7/2021;32;Segmento 4;0;0
1003;188928;2/8/2021;9;Segmento 5;2;32,93
1004;147565;22/7/2021;20;Segmento 4;5;422,41
1005;644348;24/10/2021;18;Segmento 2;7;194,31
1006;150761;24/11/2021;1;Segmento 8;8;365,21
1007;463866;12/2/2021;5;Segmento 8;8;457,1
1008;951504;9/8/2021;24;Segmento 2;6;495,1
1009;646688;1/4/2021;34;Segmento 2;1;98,43
1010;378399;30/5/2021;15;Segmento 3;3;198,05
1011;634765;28/7/2021;32;Segmento 6;9;653,23
1012;305895;28/9/2021;14;Segmento 7;10;930,09
1013;101856;13/4/2021;7;Segmento 7;6;400,5
1014;279975;15/7/2021;14;Segmento 6;2;157,59
1015;165620;26/10/2021;24;Segmento 2;5;257,87
1016;792832;14/11/2021;3;Segmento 7;2;176,4
1017;845762;6/12/2021;24;Segmento 3;8;61,69
1018;880548;12/7/2021;18;Segmento 2;7;554,99
1019;431900;5/9/2021;23;Segmento 5;4;331,93
1020;731643;23/6/2021;27;Segmento 2;8;661,06
1021;751817;24/4/2021;29;Segmento 7;6;468,43
1022;794127;20/5/2021;4;Segmento 2;7;655,97
1023;358257;6/2/2021;2;Segmento 5;9;749,92
1024;760002;11/12/2021;33;Segmento 8;6;110,76
1025;660777;14/12/2021;14;Segmento 1;8;584,11
1026;861756;26/10/2021;8;Segmento 7;6;111,64
1027;626154;13/8/2021;24;Segmento 3;2;23,93
1028;723678;5/9/2021;16;Segmento 5;9;379,76
1029;211224;7/2/2021;23;Segmento 4;1;23,78
1030;785144;25/8/2021;13;Segmento 6;9;311
1031;798415;21/2/2021;14;Segmento 8;4;259,13
1032;653267;25/11/2021;17;Segmento 6;6;251,82
1033;803318;22/9/2021;8;Segmento 7;4;86,54
1034;227536;4/8/2021;30;Segmento 3;3;257,28
1035;419956;25/2/2021;25;Segmento 5;5;95,97
